OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
124,2023,CA,CDF,SLU,DIABLO,16998,2023/10/30 00:00:00+00,2023/10/30 00:00:00+00,2,1,1,25.73028,,,{077F0AFE-341F-4F2D-A366-5EDB6EDE0BC7},,,2020,156659.0078,2154.118556
125,2023,CA,CDF,SLU,SUMMIT,17623,2023/11/10 00:00:00+00,2023/11/11 00:00:00+00,14,1,1,6.738468,,,{3B961739-B383-4C2B-BFF5-497B6AC68541},,,2020,40989.48047,1206.447219
126,2023,CA,CDF,SLU,BRIDGE,17715,2023/11/12 00:00:00+00,2023/11/12 00:00:00+00,4,1,1,1.519355,,,{55530C04-14C9-48E3-941A-77BAFF91390F},,,2020,9182.496094,512.6882161
127,2023,CA,CDF,SLU,ROCK,8396,2023/06/01 00:00:00+00,2023/06/01 00:00:00+00,2,1,1,3.37118,,,{E4C68435-240A-4035-96F0-A7E5276BBEC4},,,2020,20769.66016,606.9995612
128,2023,CA,CDF,SLU,ALMOND,17791,2023/11/13 00:00:00+00,2023/11/13 00:00:00+00,2,1,1,31.01117,,,{D21FA0DB-212B-4027-B44C-33157E40DFE5},,,2020,189929.9883,1938.039336
129,2023,CA,CDF,SLU,VALLEY,18197,2023/11/20 00:00:00+00,2023/11/20 00:00:00+00,2,1,1,9.52999,,,{791DDADA-9E86-43AD-BAD6-FC1400621400},,,2020,58357.01953,2106.673213
130,2023,CA,LRA,SLU,JARDINE,8495,2023/06/03 00:00:00+00,2023/06/03 00:00:00+00,2,1,1,1.171606,,,{C56D2ABF-5BEE-4F2D-BFF2-F1AA44A1A367},,,2020,7202.011719,343.1320916
131,2023,CA,CDF,SLU,GREEN,17614,2023/11/10 00:00:00+00,2023/11/10 00:00:00+00,14,1,1,4.502316,,,{4826B974-42EA-46DB-999A-DB2461091090},,,2020,27563.99219,771.2271891
132,2023,CA,CDF,SLU,NEAL,9168,2023/06/16 00:00:00+00,2023/06/16 00:00:00+00,2,1,1,2.214254,,,{50189245-807E-49AC-9EBD-F4E4A962E025},,,2020,13574.5,469.6282979
133,2023,CA,CDF,SLU,BOULDER,9859,2023/06/28 00:00:00+00,2023/06/28 00:00:00+00,11,1,1,70.79186,,,{FF78B59C-F425-4889-B54C-E99CA96E7CC4},,,2020,431352.0039,3756.05652
134,2023,CA,LRA,SLU,JARDINE,10924,2023/07/16 00:00:00+00,2023/07/16 00:00:00+00,3,1,1,2.151939,,,{CCCD22F6-4C46-4754-8764-6413EF6CA0C4},,,2020,13226.49609,629.6460223
135,2023,CA,CDF,SLU,FRANKLIN,19633,2023/12/16 00:00:00+00,2023/12/16 00:00:00+00,14,1,1,1.008626,,,{0A11652E-AB0C-448D-BCC1-93F0F8A51E6D},,,2020,6185.5,321.1371467
136,2023,CA,LRA,SLU,OAK,11433,2023/07/25 00:00:00+00,2023/07/25 00:00:00+00,5,1,1,0.1144218,,,{576369CA-F356-4EB4-AC9B-766D959740D6},,,2020,703,158.4008366
137,2023,CA,CDF,SLU,SHELL,11767,2023/07/30 00:00:00+00,2023/08/03 00:00:00+00,10,1,1,114.7964,,,{85158F2D-9906-47B2-B22B-D51BDBE8FEE0},,,2020,701703.5039,4835.690479
138,2023,CA,CDF,SLU,WILLOW,12736,2023/08/16 00:00:00+00,2023/08/16 00:00:00+00,10,1,1,5.272589,,,{046A0C1C-1893-4B4D-9389-185772A83B2E},,,2020,32346.00391,802.6412733
139,2023,CA,CDF,SLU,CATTLE,12735,2023/08/16 00:00:00+00,2023/08/16 00:00:00+00,9,1,1,0.8171355,,,{A5BE7193-E47B-40FD-B1C0-552C1DD2F77C},,,2020,4988,328.3602865
140,2023,CA,CDF,SLU,TOPAZ,12836,2023/08/18 00:00:00+00,2023/08/18 00:00:00+00,11,1,1,5.66248,,,{50F97620-45D8-4F4E-A688-58F3D361A279},,,2020,34542,744.2854631
141,2023,CA,CDF,SLU,WINEMAN,13297,2023/08/26 00:00:00+00,2023/08/26 00:00:00+00,7,1,1,1.682815,,,{BA204C4C-FF91-4FE7-B38B-1F125745643B},,,2020,10172,386.1112356
142,2023,CA,CDF,SLU,PANZA,19637,2023/12/16 00:00:00+00,2023/12/16 00:00:00+00,10,1,1,3.066564,,,{F47355A8-870F-44DF-9945-6803C4360454},,,2020,18742.50391,907.4344349
143,2023,CA,CDF,SLU,CREST,13383,2023/08/27 00:00:00+00,2023/08/27 00:00:00+00,5,1,1,2.421318,,,{A060C929-3A9C-44A9-8722-46BCE872ECA1},,,2020,14898.50391,648.9686714
144,2023,CA,CDF,SLU,BITTER,13618,2023/08/31 00:00:00+00,2023/08/31 00:00:00+00,10,1,1,0.7515653,,,{9FC7630E-2570-4CE1-8A54-BB1B0ED36554},,,2020,4612,318.676944
145,2023,CA,CDF,SLU,TOWNSITE,14150,2023/09/10 00:00:00+00,2023/09/10 00:00:00+00,10,1,1,8.690822,,,{6E812EAA-FB1E-45C7-9253-A1DAB7A8E3E6},,,2020,52689.99609,985.4806931
146,2023,CA,CDF,SLU,58 CARRIZO,19643,2023/12/16 00:00:00+00,2023/12/16 00:00:00+00,10,1,1,13.34245,,,{093B132D-254E-4EBF-AA7C-846038CB8A12},,,2020,81375.99219,1892.446627
147,2023,CA,CDF,SLU,GENESEO,14116,2023/09/10 00:00:00+00,2023/09/10 00:00:00+00,14,1,1,1.702128,,,{B51FDB27-A233-41E8-9C7E-3056EE7E9C2C},,,2020,10438.49609,456.5777772
148,2023,CA,CDF,SLU,MOSS,14291,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,2,1,1,1.899265,,,{65164642-11F5-4103-BF69-2AEEC41C38FC},,,2020,11630,545.5958314
149,2023,CA,CDF,SLU,RANGE,14489,2023/09/16 00:00:00+00,2023/09/16 00:00:00+00,5,1,1,16.14059,,,{684BA8D4-0B9F-4966-835E-71212226F990},,,2020,98402.02344,1327.044614
150,2023,CA,CDF,LNU,SNELL,11182,2023/06/16 00:00:00+00,2023/06/16 00:00:00+00,7,1,1,97.11945,,,{4001FB30-1B89-4885-B7E6-70CEBF2D9274},,,2020,646290.5742,4809.994658
151,2023,CA,CDF,MEU,AIRPORT,12794,2023/10/20 00:00:00+00,2023/10/20 00:00:00+00,10,1,1,0.14,involved 2 fatalities,,,,,2020,1003.761719,123.1301504
152,2023,CA,CDF,SDU,WILDCAT 2,14677,2023/06/20 00:00:00+00,2023/06/21 00:00:00+00,14,1,1,12.2, ,,{A2323948-51EB-4775-B0AF-E970E38CF4D7},,,2020,70128.07813,1661.040439
153,2023,CA,CDF,SDU,COYOTE,18943,2023/08/17 00:00:00+00,2023/08/19 00:00:00+00,14,7,1,466.5, ,,{438A9F99-1D44-4FB8-AB9E-1DDCC9D58672},,,2020,2670139.785,8337.219729
154,2023,CA,CDF,SDU,COUSER 2,16719,2023/07/18 00:00:00+00,2023/07/18 00:00:00+00,14,1,1,3.5, ,,{3AFFA468-3F37-4CBF-BB4B-BDB1D292666C},,,2020,20184.62891,649.5363835
155,2023,CA,CDF,SDU,BLACKWOOD,14650,2023/06/20 00:00:00+00,2023/06/21 00:00:00+00,14,1,1,37.4, ,,{0B64D800-A296-4561-9D48-B476379E0312},,,2020,214332.0781,3972.248471
156,2023,CA,LRA,SHU,RUBY,10259,2023/09/14 00:00:00+00,2023/09/14 00:00:00+00,2,1,1,2.58,,,{FC4A72D8-D4B0-4680-AA88-CEF4E390DDB3},,,2020,19125,804.2190128
157,2023,CA,CDF,SHU,DURA,7498,2023/07/12 00:00:00+00,2023/07/12 00:00:00+00,2,1,1,28.96,,,{5243F457-1F01-4876-9114-22BF1E022E54},,,2020,202759.4727,2702.150511
158,2023,CA,CDF,SDU,BORDER 14,14727,2023/06/21 00:00:00+00,2023/06/22 00:00:00+00,14,6,1,61.07,Perimeter estimated from US side of The Border,,{D12F1B6A-0B75-4A96-AACD-4D262CCA9CA6},,,2020,346823.5234,3925.771368
159,2023,CA,CDF,SDU,BORDER 30,22649,2023/10/07 00:00:00+00,2023/10/07 00:00:00+00,14,1,1,10.51,,,{C3DE647F-E250-44E3-848D-067895DEB575},,,2020,59312.51172,1135.858689
160,2023,CA,CDF,SDU,BORDER 13,14586,2023/06/20 00:00:00+00,2023/06/20 00:00:00+00,14,6,1,17.95,Estimates total acres 196.98 with 179.03 in Mexico,,{66D809EE-3D77-4E2F-B60E-4BD1FBD314CE},,,2020,1123003.902,7290.325809
161,2023,CA,CDF,TCU,GREY,10014,2023/07/29 00:00:00+00,2023/07/29 00:00:00+00,2,1,1,11.02161,,,{C9DE080A-5DB9-4E4D-B05D-F20098286CF2},,,2020,71534.49609,1156.623555
162,2023,CA,CDF,BDU,MAIN,4512,2023/04/06 00:00:00+00,2023/04/06 00:00:00+00,11,1,1,54.54718,,,{16315364-C684-49FF-9B91-1C40E7B1D128},,,2020,350211.7852,2757.578935
163,2023,CA,CDF,HUU,PECWAN,7821,2023/08/08 00:00:00+00,2023/08/08 00:00:00+00,14,6,1,12.89246,,,{68C22ED2-44CA-458A-8C77-0EB10E6515D5},,,2020,92530.39844,1441.227204
164,2023,CA,CDF,TUU,PARK,383,2023/07/03 00:00:00+00,2023/07/03 00:00:00+00,10,1,1,0.06657419,resulted in fatality,,{094BECE2-D86D-4E09-AA89-696151D261F8},,,2020,414.765625,76.78781006
165,2023,CA,CDF,TUU,ROBIN,589,2023/08/10 00:00:00+00,2023/08/10 00:00:00+00,7,3,1,138.2095,,,{DAAC275F-1F95-4B1F-A916-1DEAC6E24B27},,,2020,867423.918,6351.43918
166,2023,CA,LRA,RRU,JOHNSON,73504,2023/05/20 00:00:00+00,2023/05/21 00:00:00+00,14,1,1,37.28043,,,{0F275876-8434-4725-BB09-93F0BCA1924F},,,2020,217341.4961,2617.172917
167,2023,CA,CDF,RRU,ALMOND,113007,2023/08/02 00:00:00+00,2023/08/03 00:00:00+00,14,1,1,14.43536,,,{7D2F97E7-A2CB-43AE-999B-A62D22C31A48},,,2020,575218.6563,5876.394317
168,2023,CA,CDF,RRU,HOMESTEAD,124491,2023/08/23 00:00:00+00,2023/08/24 00:00:00+00,14,1,1,8.132599,,,{C4ED37E6-67B2-4B00-92BC-4E99346930AB},,,2020,47442.86719,1386.479847
169,2023,CA,LRA,RRU,BROADWAY,11111,2023/08/06 00:00:00+00,2023/08/08 00:00:00+00,14,1,1,1.601149,resulted in fatality,,,,,2020,9430.558594,498.0321237
170,2023,CA,LRA,RRU,66,70760,2023/05/15 00:00:00+00,2023/05/17 00:00:00+00,14,1,1,127, , ,{F45D9FD7-1419-44A5-9118-B3A18C93F1CB},,,2020,731642.0352,5497.28008
171,2023,CA,CDF,BEU,VEGA,5081,2023/08/30 00:00:00+00,2023/08/30 00:00:00+00,7,7,1,1.98,,,{8A835BB5-6602-407C-BCFE-83EB8040CF6A},,,2020,12562.90234,905.0682928
172,2023,CA,CDF,FKU,ORANGE,10650,2023/06/01 00:00:00+00,2023/06/02 00:00:00+00,2,1,1,108.165, ,,{89C22F99-19BF-49B9-AF32-B8CC1BD73F14},,,2020,677867.4844,5071.888375
173,2023,CA,CDF,FKU,RODEO,11246,2023/06/09 00:00:00+00,2023/06/10 00:00:00+00,7,1,1,20.1026, ,,{DE7DB19C-B95D-45F5-854E-C4353E3C4B00},,,2020,124507.4766,1543.886319
174,2023,CA,CDF,FKU,STRIKE,16474,2023/08/12 00:00:00+00,2023/08/13 00:00:00+00,1,1,1,19.1282, ,,{F36BE409-167F-45E1-994B-292711E6CF91},,,2020,120709.5039,1950.548028
175,2023,CA,CDF,FKU,GEORGE,11164,2023/06/08 00:00:00+00,2023/06/08 00:00:00+00,10,1,1,25.7406, ,,{0277696B-F710-49E3-98CA-6DA6B2E05941},,,2020,162906.5195,2143.026825
176,2023,CA,CDF,FKU,CRANE,12588,2023/06/27 00:00:00+00,2023/06/27 00:00:00+00,2,1,1,23.8874, ,,{9B04172C-FE52-4F49-A23D-A5C582414C49},,,2020,147926.9961,2307.82863
177,2023,CA,CDF,FKU,PECK,14123,2023/07/14 00:00:00+00,2023/07/15 00:00:00+00,10,1,1,14.3992, ,,{05E84F9F-99B8-46BB-9291-1E1955A3AEB2},,,2020,90620.97266,1396.624223
178,2023,CA,CDF,FKU,BRIDGE,13525,2023/07/07 00:00:00+00,2023/07/07 00:00:00+00,10,1,1,30.3938, ,,{6D2BF9C9-BE22-48F6-A503-0E0167AAFB75},,,2020,192113.9766,1855.005985
179,2023,CA,CDF,FKU,PISTOL,10478,2023/05/30 00:00:00+00,2023/05/30 00:00:00+00,9,1,1,127.146, ,,{A2BC4EB3-CE42-4218-ABCC-F48A6FA9F87F},,,2020,806019.4688,4915.526109
180,2023,CA,CDF,FKU,WINCHELL,14864,2023/07/23 00:00:00+00,2023/07/23 00:00:00+00,14,1,1,16.7198, ,,{2CD5E590-257A-4BC3-9309-3F938CA1946E},,,2020,106055.9609,1484.096199
181,2023,CA,CDF,FKU,JUNIPER,14475,2023/07/18 00:00:00+00,2023/07/19 00:00:00+00,10,1,1,11.1383, ,,{9CA2E30E-0F22-41EC-84CB-8973C5D15F35},,,2020,66810,1221.562312
182,2023,CA,CDF,FKU,POWER,18518,2023/09/07 00:00:00+00,2023/09/07 00:00:00+00,9,1,1,60.4371, ,,{909E5087-D942-42B8-AF65-A9C2CA95009F},,,2020,377722.9766,2728.967091
183,2023,CA,CDF,FKU,LONG,15037,2023/07/25 00:00:00+00,2023/07/27 00:00:00+00,15,1,1,27.6025,Structure fire that spotted into the wildland.,,{473BACE6-EAE0-46C4-8111-473BB5133BC6},,,2020,171684.0273,2019.182654
184,2023,CA,LRA,LAC,VICTOR,248830,2023/07/25 00:00:00+00,2023/07/27 00:00:00+00,4,7,1,57.49, ,,{7A6D6F37-3738-418C-96F3-632C7BB252EB},,,2020,343984.6484,3500.446814
185,2023,CA,FWS,TNR,SAGE,3113,2023/11/23 00:00:00+00,2023/11/27 00:00:00+00,14,7,1,39.687,QR9E,,{0FBD52D5-A358-4559-B0EF-3655E970CF50},,,2020,227598.1172,3033.238391
186,2023,CA,FWS,FWR,WHIPPLE,6336,2023/06/20 00:00:00+00,2023/06/20 00:00:00+00,4,4,1,26.82465,"P90P; started on city land, burned onto FWS",,{170AF22B-CBEC-44CD-81FC-91E455F99161},,,2020,172802.5586,3060.632253
187,2023,CA,FWS,SRR,RIVER,552,2023/07/04 00:00:00+00,2023/07/04 00:00:00+00,9,1,1,3.312726,"QBT3, caused by fireworks",,{068F2B03-88E1-42EF-9F89-F3CAADA67C27},,,2020,22628.23438,819.9615095
188,2023,CA,FWS,KRR,CORCORAN,730,2023/05/30 00:00:00+00,2023/05/30 00:00:00+00,10,4,1,2.545945,P81Y,,{353B68E5-0EF4-4BBC-B2D2-53939B3ED4A4},,,2020,15670.00391,2808.000994
189,2023,CA,USF,BDF,NOB,6515,2023/04/26 00:00:00+00,2023/05/11 00:00:00+00,14,5,1,226.9751,,,{BA8BE5C8-6DBE-4E03-97BE-15C258A8CB8B},,,2020,1348920.48,5930.428188
190,2023,CA,USF,LPF,RINCONADA,2238,2023/08/11 00:00:00+00,2023/08/13 00:00:00+00,14,3,1,96.37685,,,{8096C968-5F75-461B-8FF2-1DF60D0128CB},,,2020,583837.1289,4259.823555
191,2023,CA,USF,LPF,GIFFORD,1190,2023/05/19 00:00:00+00,2023/05/20 00:00:00+00,14,3,1,48.99358,,,{C8B3654A-9148-4A10-B869-FA22D0FA1CC6},,,2020,296880.8359,2127.610874
192,2023,CA,USF,SHF,CARAWAY,1104,2023/08/28 00:00:00+00,2023/08/31 00:00:00+00,1,6,1,11.8399,,,{D2B857BE-1989-44E2-A609-7A90D148D7C2},,,2020,84188.16406,1504.035864
193,2023,CA,USF,STF,BONE,896,2023/06/16 00:00:00+00,2023/07/18 00:00:00+00,14,5,1,1180.618,,,{475B8E60-76A9-485C-BAAC-702AB4028730},,,2020,7716500.457,20201.04798
194,2023,CA,USF,LPF,TECUYA,2100,2023/08/02 00:00:00+00,2023/08/20 00:00:00+00,14,7,1,76.19935,,,{230EE29A-1D94-4F2F-879C-DB9F823D1A11},,,2020,458969.375,5270.885272
195,2023,CA,USF,ANF,VISTA,2138,2023/07/10 00:00:00+00,2023/07/11 00:00:00+00,14,6,1,25.90652,,,{293FE076-5F55-4C25-A5C8-A09FEF0E4442},,,2020,155243.7656,1782.72359
196,2023,CA,USF,STF,PEAK,1971,2023/09/11 00:00:00+00,2023/11/16 00:00:00+00,14,6,1,836.8499,,,{3284A781-DB05-4C68-BC34-863573CAAF5A},,,2020,5496972.059,16129.79513
197,2023,CA,USF,SQF,RABBIT,2146,2023/09/30 00:00:00+00,2023/10/30 00:00:00+00,14,2,1,2857.988,,,{688F9DFA-1A20-4810-87DC-7C5B635522C0},,,2020,18038140.2,34420.24696
198,2023,CA,USF,MDF,SPRING,733,2023/08/26 00:00:00+00,2023/08/26 00:00:00+00,14,7,1,12.34517,,,{9A4C5AD7-0916-48A9-BC32-A90659A54AB7},,,2020,88649.96094,1544.82549
199,2023,CA,USF,MDF,RIM,938,2023/09/19 00:00:00+00,2023/09/23 00:00:00+00,14,7,1,20.04021,,,{D3B505B2-EADA-4DA4-A105-0AC2E0E3346A},,,2020,146670.1484,2260.138454
200,2023,CA,USF,SHF,SULPHER,992,2023/08/15 00:00:00+00,2023/12/31 00:00:00+00,14,7,1,31.21948,,,{8A55EFEB-6768-48D9-97C9-2D240AA3784B},,,2020,218677.4453,2238.919096
201,2023,CA,USF,STF,QUARRY,1921,2023/09/09 00:00:00+00,2023/11/08 00:00:00+00,14,7,1,8645.426,,,{BCB807DC-5A09-47F2-8C05-F386A6AC803A},,,2020,56558852.22,73681.75826
202,2023,CA,USF,ANF,DRY,2149,2023/07/12 00:00:00+00,2023/07/21 00:00:00+00,14,6,1,16.75898,,,{5C1986CE-1EA9-4FB2-95C7-BAD90045F4B3},,,2020,100156.1406,1554.751275
203,2023,CA,USF,SNF,COTTON,773,2023/07/11 00:00:00+00,2023/07/14 00:00:00+00,9,6,1,23.56014,,,{00C15CFF-17F0-4763-8615-9C1CEDDD23A8},,,2020,149300.5742,2063.393486
204,2023,CA,USF,SHF,DEEP,973,2023/08/15 00:00:00+00,2023/10/03 00:00:00+00,14,7,1,4198.194,,,{A6ABF2C6-4C3E-4949-AD08-4080ACCC1DAE},,,2020,29782851.64,55373.59929
205,2023,CA,NPS,MNP,YORK,10701,2023/07/28 00:00:00+00,2023/08/20 00:00:00+00,14,7,1,93077.87,,,{B9E0F397-DE63-4B90-B5DA-9D04A7D2381B},,,2020,566824239,264117.4915
206,2023,CA,NPS,RWP,LOST,959,2023/08/15 00:00:00+00,2023/09/11 00:00:00+00,1,7,1,739.8182,,,{7625C990-74F8-4D67-AE6A-604064972AA9},,,2020,5311222.496,17079.03742
207,2023,CA,NPS,RWP,BRIDGE RIDGE,1054,2023/08/25 00:00:00+00,2023/10/19 00:00:00+00,1,8,1,16.54212,,,{B93AB3D2-FB9E-4FCB-8BA0-8DE44F98BD7A},,,2020,118120.8828,1585.720548
208,2023,CA,NPS,RWP,DEVIL,948,2023/08/15 00:00:00+00,2023/10/19 00:00:00+00,1,1,1,12.40059,,,{D5F4732D-9932-4F5C-B894-D4485428512C},,,2020,88464.69141,1468.33548
209,2023,CA,NPS,YNP,PIKA,50,2023/06/29 00:00:00+00,2023/08/15 00:00:00+00,1,3,2,841,,,{7FE57EDC-93C7-47C1-BAE2-F902D1954569},,,2020,5451324.898,16477.84437
210,2023,CA,NPS,KNP,REDWOOD,61,2023/08/15 00:00:00+00,2023/12/14 00:00:00+00,1,7,2,2248.449,,,{405281C7-2B67-43C1-8F7A-F907AE53D92E},,,2020,14117352.79,18191.68013
211,2023,CA,NPS,KNP,SYCAMORE,114,2023/10/16 00:00:00+00,2023/10/20 00:00:00+00,2,1,1,23.93,,,{E91F7941-1001-4DB5-976E-B3DFD3570D53},,,2020,150164.6484,1628.454834
212,2023,CA,CDF,MMU,PANOCHE,3292,2023/06/03 00:00:00+00,2023/06/03 00:00:00+00,9,1,1,67.26041,Edited in InFORM Inspector,,{65C3D0C8-EDED-42AB-A439-7AAA07BD7122},,,2020,424802.3203,3601.6956
213,2023,CA,CDF,SDU,BORDER 34,24114,2023/10/29 00:00:00+00,2023/10/30 00:00:00+00,14,1,1,23.66831,Edited in InFORM Inspector,,{4D842D9B-5E0F-4AD7-BD23-7F3A30A68B2D},,,2020,135338.1172,2228.000928
214,2023,CA,CDF,SDU,BORDER 42,28214,2023/12/22 00:00:00+00,2023/12/22 00:00:00+00,14,1,1,38.60516,Edited in InFORM Inspector,,{BB65A206-B238-4FE6-AB9A-C4B556F5CD8F},,,2020,220667.3281,3493.3236
215,2023,CA,NPS,MNP,VALLEY,8684,2023/06/17 00:00:00+00,2023/06/23 00:00:00+00,1,1,,28.64047,,,{1F9CA007-4AC9-4945-807E-661BBCBC7779},,,2020,174526.1563,4156.498594
216,2023,CA,NPS,JTP,GEOLOGY,8414,2023/06/10 00:00:00+00,2023/06/18 00:00:00+00,10,3,,1033.308,,,{D7FDF4ED-E454-4CC5-BAC9-DB6B2046AF8E},,,2020,6086124.551,15544.83904
217,2023,CA,USF,HTF,WOLF CREEK,30697,2023/09/13 00:00:00+00,2023/09/20 00:00:00+00,14,7,1,32.59397,,,{22FA5E46-DA94-4518-AFBC-D2BADFF66969},,,2020,216134.7305,4029.09343
218,2023,CA,USF,HTF,HILL,30791,2023/10/25 00:00:00+00,2023/10/25 00:00:00+00,14,1,1,52.93411,,,{092404B3-A183-4F56-8F2E-FEEA277F1A57},,,2020,360449.8633,4196.464519
219,2023,CA,USF,MDF,JANES,177,2023/05/22 00:00:00+00,2023/05/23 00:00:00+00,14,8,1,8.502274,,,{01A66681-7C1C-42A1-9A5E-3FE4CE6CFEEF},,,2020,62117.34375,1985.069955
220,2023,CA,USF,MDF,JESS,181,2023/05/24 00:00:00+00,2023/05/26 00:00:00+00,14,7,1,56.06239,,,{78002D38-7AB6-4ADC-AB26-9CD5C866F012},,,2020,401150.5234,5383.565434
221,2023,CA,USF,SHF,MULE,721,2023/07/02 00:00:00+00,2023/07/03 00:00:00+00,14,1,1,5.702603,,,{C9BB9604-2BAC-4B33-A4E9-474F9D83F746},,,2020,40440.67969,1171.615664
222,2023,CA,USF,LNF,L-1 BRANCH FISH,4323,2023/08/15 00:00:00+00,2023/08/16 00:00:00+00,14,7,1,8.922971,,,{FE5BA1F8-A273-48C6-9E79-FCC53989BD56},,,2020,62661.88281,1019.671797
223,2023,CA,USF,SQF,STINE,1101,2023/07/03 00:00:00+00,2023/07/03 00:00:00+00,14,1,1,8.326042,,,{E2F3E0E6-21F9-419C-96C6-D234BE0ABFA3},,,2020,48661.33203,1129.032027
224,2023,CA,USF,SRF,MONTE,486,2023/06/06 00:00:00+00,2023/06/07 00:00:00+00,14,1,1,5.489922,,,{C210B215-B10C-4A18-9A02-B01D396441A5},,,2020,39466.57813,1768.088511
225,2023,CA,USF,MNF,SLIDE 1,852,2023/08/15 00:00:00+00,2023/08/23 00:00:00+00,1,3,1,472.7209,,,{CC7DCD5D-1296-43C5-AACA-19B10290CC34},,,2020,3269595.191,12733.71857
226,2023,CA,USF,TNF,HIGHWAY,1295,2023/08/16 00:00:00+00,2023/08/17 00:00:00+00,14,6,1,44.80482,,,{DC87F2B8-F62E-4C63-B487-8CDF251FEDB7},,,2020,303525.9453,3664.241114
227,2023,CA,USF,LPF,ROAD,2628,2023/09/15 00:00:00+00,2023/09/15 00:00:00+00,14,6,1,12.56114,,,{C309A76F-CEBF-4D3E-A3C7-EB26BA768000},,,2020,76082.48438,3080.892878
228,2023,CA,USF,SRF,CREEK,1068,2023/08/26 00:00:00+00,,14,7,1,8.368764,,,{96239211-13E8-4E5A-B94B-34E174270BBE},,,2020,59981.73438,1227.262515
229,2023,CA,USF,SRF,PILOT,932,2023/08/15 00:00:00+00,2024/01/09 00:00:00+00,14,6,1,76.7887,,,{98C24BDB-7DE2-4F9D-9AA9-2E8511DE2B22},,,2020,539647.9141,3204.006118
230,2023,CA,USF,SQF,LANE,1107,2023/07/04 00:00:00+00,2023/07/04 00:00:00+00,14,6,1,23.00138,,,{EDC648F7-0E5E-49E3-B4EB-839315D81907},,,2020,140823.3281,2772.240031
231,2023,CA,USF,LPF,AVENALES,2880,2023/10/12 00:00:00+00,2023/10/14 00:00:00+00,14,6,1,259.8927,,,{8E5F9086-7437-49F1-B060-B2427903BE5E},,,2020,1579435.297,8222.418468
232,2023,CA,USF,ANF,AGUA,232390,2023/07/25 00:00:00+00,2023/08/08 00:00:00+00,14,6,1,426.2046,,,{5B69DB76-D134-4ADB-B9FE-02620D4AF177},,,2020,2541744.766,8617.848862
233,2023,CA,USF,SNF,KING,1561,2023/10/14 00:00:00+00,2023/10/16 00:00:00+00,9,6,1,118.5461,,,{F1C3F7AE-DC06-41D0-A94D-05A521B0385B},,,2020,757854.1055,5737.533666
234,2023,CA,USF,SNF,WILDCAT,555,2023/06/17 00:00:00+00,2023/06/27 00:00:00+00,1,6,1,46.6567,,,{93E9DC3E-B46F-47BB-932F-C0AAB85AC7D3},,,2020,295928.0234,3660.866521
235,2023,CA,USF,INF,COWTRACK,1075,2023/07/20 00:00:00+00,2023/07/20 00:00:00+00,14,1,1,322.9609,,,{23F8F6DF-D488-45DB-8ED5-1F66336C8D2E},,,2020,2101383.68,6473.235344
236,2023,CA,BLM,CDD,IMVITE,6194,2023/04/17 00:00:00+00,2023/04/22 00:00:00+00,10,7,1,62.93432,,,{A9697929-F082-4E67-AAEF-939AF82AC609},,,2020,394267.3203,6353.729086
237,2023,CA,BLM,CDD,STODDARD,7568,2023/05/24 00:00:00+00,2023/05/27 00:00:00+00,14,6,1,81.68464,Edited in InFORM Inspector,,{9D4F8C16-812E-429E-AE1A-37DAAC8D6FFD},,,2020,490680.3477,6520.465494
238,2023,CA,BLM,CND,GOLF,628,2023/05/26 00:00:00+00,2023/05/26 00:00:00+00,14,7,1,15.10045,,,{372C91E6-15E3-4A1A-A8E6-DF09F16C58B8},,,2020,91857.28516,1790.434804
239,2023,CA,BLM,CND,HORN,663,2023/05/28 00:00:00+00,2023/05/28 00:00:00+00,14,7,1,14.80223,,,{B5A46ADF-BF59-413B-B2A4-F499A5E31EA1},,,2020,89621.67578,2073.539217
240,2023,CA,BLM,CND,KERTO,661,2023/05/28 00:00:00+00,2023/05/28 00:00:00+00,14,4,1,13.71699,Auto-generated by EGP-IRWIN,,{6E88FEB1-8648-4F15-8E5D-1170558E9AB4},,,2020,83084.67969,1718.069725
241,2023,CA,BLM,CND,MINERAL,25722,2023/06/04 00:00:00+00,2023/06/04 00:00:00+00,14,1,1,10.07988,Edited in InFORM Inspector,,{FAD311D3-21D5-42F2-9EB5-4A2FC91CA8A4},,,2020,60945.98438,1400.026159
242,2023,CA,BLM,CND,GRADE,28966,2023/06/24 00:00:00+00,2023/06/25 00:00:00+00,9,7,1,228.4782,,,{A3A291D3-F2BD-4CB7-9627-707D95571D01},,,2020,1381892.43,12754.67306
243,2023,CA,BLM,CND,KNOLL,12092,2023/09/10 00:00:00+00,2023/09/10 00:00:00+00,14,4,1,34.17575,Edited in InFORM Inspector,,{AEC3F585-1B63-4360-A7D7-C93292FBF7ED},,,2020,224238.4648,2694.351952
244,2023,CA,BLM,CND,MAJORS,44347,2023/09/25 00:00:00+00,2023/09/25 00:00:00+00,14,6,1,12.74907,,,"{12C4ADF2-0044-4044-84FB-CA71515665B8
}",,,2020,77988.32031,1521.073538
